Date|Open|High|Low|Close|Volume
2010-01-01 00:00:00|25.476020953546|29.28362309099854|25.143160374101477|26.79122734069824|278076300
2010-02-01 00:00:00|26.815580437090954|27.846637073146606|25.48413819745446|27.489421844482425|218638400
2010-03-01 00:00:00|27.60308265388048|28.544834761721813|25.92254228124106|26.523313522338867|262189500
2010-04-01 00:00:00|26.628853683266872|27.60308067959003|24.047155085143643|24.60733413696289|290275300
2010-05-01 00:00:00|24.78434231442816|24.97936646140446|22.728460246442573|23.62232208251953|200376300
2010-06-01 00:00:00|23.711720346719883|25.84073615658391|23.004756111436624|23.077890396118164|235428300
2010-07-01 00:00:00|23.10129095883472|25.883890751512848|22.138396896820577|24.847557067871094|184052600
2010-08-01 00:00:00|25.20660422888749|27.57303971514055|25.14948365140479|25.883893966674805|175165600
2010-09-01 00:00:00|26.120534881600296|29.32746132454823|25.981814377552123|28.65017318725586|160229900
2010-10-01 00:00:00|28.723072584002225|31.08185446142797|27.79757777413873|29.525712966918945|171901700
2010-11-01 00:00:00|29.705889300168867|30.713284662170015|28.25622188919641|29.91064453125|180833400
2010-12-01 00:00:00|30.418440748912847|31.1719417259784|28.616593846521976|29.57485008239746|159579700
2011-01-01 00:00:00|29.894194900911817|34.873819496756745|29.885975939913457|33.73162841796875|162433900
2011-02-01 00:00:00|33.9863684619531|36.426879930272655|33.60837769439165|34.988868713378906|125298200
2011-03-01 00:00:00|34.97242766325887|37.59371508381067|34.068533179381774|37.14176940917969|121843800
2011-04-01 00:00:00|37.49588678306956|40.70982119335866|35.68289822197408|40.56972503662109|136937300
2011-05-01 00:00:00|40.70982839283383|42.40744265416287|38.7073002073556|40.3389892578125|158332700
2011-06-01 00:00:00|40.13296523265707|43.37986103194338|39.201747719945125|42.50633239746094|165969400
2011-07-01 00:00:00|42.86204071321781|44.23455191758286|39.778024668290456|41.03478240966797|148267000
2011-08-01 00:00:00|41.572204393848565|41.638351023785575|34.1226120926403|39.29019927978516|231912900
2011-09-01 00:00:00|39.33981465663287|42.36595400298576|36.45423218713808|38.13266372680664|178852800
2011-10-01 00:00:00|37.97449459380283|41.48404436749515|34.28241401209948|39.81638717651367|181413500
2011-11-01 00:00:00|38.83735062330593|40.554789238548|36.02473068742131|40.463523864746094|144450500
2011-12-01 00:00:00|40.314184998509546|42.90278787441334|39.51769229284387|42.0482177734375|132044300
2012-01-01 00:00:00|42.65700461421069|45.10453644241517|41.47486118750809|43.11487579345703|156819300
2012-02-01 00:00:00|43.422890935891886|46.75286724439805|42.19080008283015|46.41154479980469|132436700
2012-03-01 00:00:00|46.41154113902566|49.47511935526409|44.4551814823742|49.067195892333984|139862700
2012-04-01 00:00:00|49.2110895768761|49.85399019418409|46.32221396016147|46.881622314453125|134294800
2012-05-01 00:00:00|46.98181015268441|47.94198384565091|44.90281983482576|46.5643424987793|115177500
2012-06-01 00:00:00|46.10512166667101|50.72231219365047|45.66260385537858|48.84370803833008|165413900
2012-07-01 00:00:00|49.35107175443885|49.7030423478601|42.64690163850386|42.81450653076172|165278500
2012-08-01 00:00:00|42.91507606730595|46.11631762972132|42.16923751644764|45.50456237792969|120000500
2012-09-01 00:00:00|45.58835343345139|47.557701926122654|44.06315514284197|46.43475341796875|133898300
2012-10-01 00:00:00|46.88367879582594|49.04611665580108|46.56393996543687|47.1192741394043|107598600
2012-11-01 00:00:00|47.00148093733795|48.16263548778213|42.987927712543936|45.76459884643555|137959500
2012-12-01 00:00:00|45.90765003261011|46.967832593656354|44.83063555961044|45.63839721679688|94058200
2013-01-01 00:00:00|46.36096383942799|47.8899949934046|43.38737399319958|46.63973617553711|161036700
2013-02-01 00:00:00|47.08746213206768|49.2162788333626|44.35885330221152|45.15293884277344|120496500
2013-03-01 00:00:00|45.06001186704735|48.41374830509264|44.67141861346891|48.32926940917969|109815200
2013-04-01 00:00:00|48.47445260698931|54.23270275499112|48.34724403671983|50.82354736328125|157336600
2013-05-01 00:00:00|50.84899360593962|55.038355787258304|49.924620496605|53.11328506469727|119800600
2013-06-01 00:00:00|53.33377099671864|56.132333705559965|51.68855802971269|55.53022003173828|103889300
2013-07-01 00:00:00|56.12411663504388|62.74249013757722|55.06790498869289|62.05253982543945|116538400
2013-08-01 00:00:00|62.37620445024253|62.75098534731988|60.4767214659413|61.10704040527344|70393400
2013-09-01 00:00:00|61.166673202189074|64.63343757665088|59.96565984079632|60.99631881713867|88995300
2013-10-01 00:00:00|61.337183996679606|64.54340711957869|57.045122846312864|58.361812591552734|154282100
2013-11-01 00:00:00|58.37035225110257|64.1159045825471|58.0967548316565|63.67986297607422|77403500
2013-12-01 00:00:00|62.96164503615453|64.58613203550335|60.02046884883138|64.38093566894531|87821400
2014-01-01 00:00:00|64.29168504771106|66.3686541104234|60.79859178595082|62.03447723388672|111391100
2014-02-01 00:00:00|61.91430763756325|66.69477170138698|59.70859994307964|66.317138671875|100618500
2014-03-01 00:00:00|65.82794051591624|71.50957238496667|64.92677964296396|70.36809539794922|104454400
2014-04-01 00:00:00|70.93242154303621|71.53537261411105|63.40419781206725|64.63593292236328|112712300
2014-05-01 00:00:00|64.64453235832127|68.68427265222056|63.96406283573256|68.58952331542969|73562500
2014-06-01 00:00:00|68.71012935040031|71.09608095966989|66.78070037407852|70.41561126708984|75611400
2014-07-01 00:00:00|70.73788460294924|75.49759068912553|69.70806177581281|70.14076232910156|87663600
2014-08-01 00:00:00|70.21861836655833|75.48891252044488|68.14165518572857|75.012939453125|69078600
2014-09-01 00:00:00|75.39372448117432|76.89086425532113|74.06100637895203|74.64082336425781|67055400
2014-10-01 00:00:00|74.74095961736913|83.14497057835953|70.15221339012278|82.57138061523438|108326400
2014-11-01 00:00:00|82.95376789165948|86.40402006893707|80.83321503923531|85.71744537353516|68331900
2014-12-01 00:00:00|85.82174616009519|90.38442127240404|83.21450323877583|87.85539245605469|82445400
2015-01-01 00:00:00|88.54434099982767|99.72797079880505|85.89237176136224|92.68804168701172|100742400
2015-02-01 00:00:00|93.10675836233494|101.6994820478419|91.65864110395046|99.1260223388672|76172000
2015-03-01 00:00:00|99.12600989900342|107.962998269699|97.39874526086123|103.19120025634766|83244700
2015-04-01 00:00:00|104.6130552456122|107.0638323721895|97.26073722154116|97.5058135986328|86883100
2015-05-01 00:00:00|98.2848064364672|106.6524482738408|97.80340165384416|105.2169952392578|72260800
2015-06-01 00:00:00|105.50583424390253|108.63057120418227|100.9719015291995|106.7837371826172|106449200
2015-07-01 00:00:00|108.07103109295952|110.79588562176797|102.54223014238832|106.70861053466795|95034600
2015-08-01 00:00:00|106.89319883085442|110.93652215169978|83.50344410792461|101.69840240478516|84232500
2015-09-01 00:00:00|99.64159332991083|109.97844357786468|97.57598296449504|101.9709014892578|94372800
2015-10-01 00:00:00|102.3502025781011|111.222197107407|97.16824675961377|103.97452545166016|105913800
2015-11-01 00:00:00|104.73370700106425|105.8901542463416|96.76215228733956|99.49878692626952|82097600
2015-12-01 00:00:00|100.22267143107264|106.8965299660982|99.79893801605704|103.85092163085938|76147300
2016-01-01 00:00:00|103.65227894554502|104.52114206533332|95.3182480694111|102.1007308959961|88345100
2016-02-01 00:00:00|101.8081585826714|108.39558902137809|96.48856490718973|105.59393310546876|72337900
2016-03-01 00:00:00|105.93970771609844|116.23312893535793|105.83332017011574|114.28260040283205|70857500
2016-04-01 00:00:00|114.5672567240021|120.28270908576634|111.51367277753045|117.22911834716795|71253100
2016-05-01 00:00:00|118.05706910301556|119.96221995635486|114.42481621188894|119.00074005126952|55534400
2016-06-01 00:00:00|118.92063899471462|125.80232801061976|118.42209679834848|125.70439910888672|76424000
2016-07-01 00:00:00|126.2410699496908|129.21017833514793|124.59553934348004|128.06546020507812|71163700
2016-08-01 00:00:00|128.2621689753517|128.92396447680673|121.22394099847764|121.6710968017578|50523900
2016-09-01 00:00:00|122.35976137954276|126.79554078605724|118.39795254482306|125.20366668701172|67502400
2016-10-01 00:00:00|125.19784270175262|131.49591339544924|119.51968519766406|126.97675323486328|82024500
2016-11-01 00:00:00|127.13847172547447|143.53503167925092|122.38572147500044|142.2412872314453|96049600
2016-12-01 00:00:00|143.52924459600465|147.9311012824572|140.92241049590513|144.35910034179688|76784500
2017-01-01 00:00:00|145.34235596160593|147.7507455385188|140.7961715528217|146.21731567382812|72828900
2017-02-01 00:00:00|146.80361903073015|150.42071092564177|141.15698401557805|149.17593383789062|72701100
2017-03-01 00:00:00|150.38461745757837|155.27355906800105|146.79458548429145|147.9401397705078|84728500
2017-04-01 00:00:00|149.04386324759278|159.4104900498424|148.7088765917548|158.3330841064453|61871600
2017-05-01 00:00:00|158.44174379100178|161.96367685752654|150.8818036326788|158.60470581054688|63390800
2017-06-01 00:00:00|159.1478896342309|170.80920269494996|158.61371809754138|167.87576293945312|65419100
2017-07-01 00:00:00|169.360009154281|175.46021227544577|167.15085355469364|174.37835693359375|55903600
2017-08-01 00:00:00|175.82381427317532|181.3603659882142|173.3055616917442|180.823974609375|50905300
2017-09-01 00:00:00|181.63311510272396|182.5149627892466|171.14187430357674|178.0511932373047|57668800
2017-10-01 00:00:00|179.40217842826462|194.1675720114632|169.73806302078728|191.84051513671875|81206400
2017-11-01 00:00:00|193.11811984119603|208.75045332654244|190.6541828491705|208.22116088867188|51055200
2017-12-01 00:00:00|209.583451938271|212.22053248590728|199.78598458661097|201.8645172119141|55743700
2018-01-01 00:00:00|202.3773193009077|229.6362572058106|201.44335076255925|216.8079833984375|82310600
2018-02-01 00:00:00|215.4161443727184|217.76022370427395|190.89500088023811|207.08372497558597|80192600
2018-03-01 00:00:00|206.6625366574665|211.76272211776|194.57593989149436|195.9494171142578|79400300
2018-04-01 00:00:00|200.69550420538|222.01812983259867|197.1769464604019|217.1766662597656|72689800
